diff_within_minus_naive,precision_within,precision_naive
-0.01999999999999999,0.132,0.152
0.0040000000000000036,0.122,0.118
-0.006000000000000005,0.074,0.08
0.020000000000000004,0.126,0.106
0.009999999999999995,0.12,0.11
-0.0020000000000000018,0.132,0.134
0.0040000000000000036,0.13,0.126
0.016000000000000014,0.162,0.146
0.006000000000000005,0.138,0.132
0.025999999999999995,0.106,0.08
-0.018000000000000002,0.108,0.126
-0.038000000000000006,0.132,0.17
-0.01200000000000001,0.144,0.156
-0.021999999999999992,0.154,0.176
0.013999999999999999,0.122,0.108
0.016,0.13,0.114
0.022000000000000006,0.114,0.092
0.021999999999999992,0.122,0.1
0.01999999999999999,0.12,0.1
0.007999999999999993,0.124,0.116
0.017999999999999988,0.088,0.07
-0.006000000000000005,0.072,0.078
0.02600000000000001,0.116,0.09
0.006000000000000005,0.108,0.102
0.036000000000000004,0.112,0.076
-0.07399999999999998,0.164,0.238
0.013999999999999999,0.124,0.11
-0.022000000000000006,0.078,0.1
0.016000000000000014,0.136,0.12
0.014000000000000012,0.136,0.122
0.025999999999999995,0.122,0.096
0.007999999999999993,0.124,0.116
-0.013999999999999999,0.112,0.126
0.006000000000000005,0.1,0.094
0.007999999999999993,0.118,0.11
0.009999999999999995,0.102,0.092
0.0,0.098,0.098
-0.022000000000000006,0.076,0.098
0.011999999999999997,0.122,0.11
0.018000000000000002,0.084,0.066
0.016,0.112,0.096
0.020000000000000004,0.1,0.08
0.017999999999999988,0.118,0.1
-0.02400000000000002,0.178,0.202
0.008000000000000007,0.128,0.12
-0.0040000000000000036,0.128,0.132
-0.009999999999999995,0.062,0.072
0.034,0.108,0.074
0.022000000000000006,0.094,0.072
-0.034,0.128,0.162
0.0,0.042,0.042
0.018000000000000002,0.126,0.108
0.016000000000000014,0.158,0.142
0.032,0.104,0.072
-0.001999999999999995,0.042,0.044
-0.001999999999999988,0.1,0.102
-0.043999999999999984,0.164,0.208
0.00399999999999999,0.12,0.116
-0.003999999999999997,0.042,0.046
0.018000000000000016,0.138,0.12
-0.014000000000000012,0.15,0.164
0.011999999999999983,0.144,0.132
-0.006000000000000005,0.13,0.136
-0.023999999999999994,0.062,0.086
0.021999999999999992,0.142,0.12
0.0,0.122,0.122
0.006000000000000005,0.114,0.108
0.016,0.106,0.09
-0.004,0.022,0.026
-0.01999999999999999,0.066,0.086
-0.007999999999999993,0.084,0.092
0.025999999999999995,0.102,0.076
0.008000000000000007,0.154,0.146
0.029999999999999985,0.142,0.112
-0.021999999999999992,0.156,0.178
0.009999999999999981,0.15,0.14
-0.018000000000000002,0.098,0.116
-0.027999999999999997,0.148,0.176
0.010000000000000009,0.112,0.102
0.020000000000000004,0.106,0.086
-0.01999999999999999,0.132,0.152
-0.01999999999999999,0.138,0.158
0.010000000000000009,0.114,0.104
-0.01200000000000001,0.088,0.1
0.0,0.096,0.096
0.014000000000000012,0.132,0.118
0.020000000000000004,0.122,0.102
0.024,0.078,0.054
-0.013999999999999985,0.132,0.146
0.016,0.114,0.098
-0.018000000000000002,0.06,0.078
0.006000000000000005,0.132,0.126
0.0,0.07,0.07
0.008000000000000007,0.136,0.128
-0.062,0.14,0.202
0.020000000000000004,0.126,0.106
0.0,0.134,0.134
0.027999999999999997,0.11,0.082
0.008000000000000007,0.17,0.162
-0.005999999999999998,0.048,0.054
0.028000000000000004,0.066,0.038
0.021999999999999992,0.072,0.05
-0.016000000000000014,0.148,0.164
0.021999999999999992,0.102,0.08
0.027999999999999997,0.126,0.098
0.0059999999999999915,0.118,0.112
-0.012000000000000004,0.052,0.064
0.018000000000000016,0.138,0.12
-0.0020000000000000018,0.106,0.108
0.006000000000000005,0.15,0.144
-0.013999999999999999,0.074,0.088
-0.0020000000000000018,0.122,0.124
0.0,0.104,0.104
0.009999999999999995,0.124,0.114
0.0,0.076,0.076
-0.013999999999999999,0.032,0.046
0.018000000000000002,0.104,0.086
-0.0059999999999999915,0.068,0.074
-0.008000000000000007,0.13,0.138
0.011999999999999983,0.142,0.13
0.01999999999999999,0.158,0.138
0.010000000000000009,0.112,0.102
0.0020000000000000018,0.184,0.182
-0.001999999999999988,0.1,0.102
0.013999999999999999,0.12,0.106
0.016,0.12,0.104
-0.006000000000000005,0.074,0.08
0.013999999999999985,0.146,0.132
-0.066,0.154,0.22
-0.007999999999999993,0.114,0.122
0.01200000000000001,0.114,0.102
-0.010000000000000002,0.054,0.064
-0.0020000000000000018,0.152,0.154
0.022000000000000006,0.108,0.086
-0.057999999999999996,0.146,0.204
0.016,0.116,0.1
-0.001999999999999995,0.058,0.06
-0.011999999999999997,0.08,0.092
-0.015999999999999986,0.14,0.156
0.0040000000000000036,0.16,0.156
0.027999999999999997,0.124,0.096
0.020000000000000004,0.122,0.102
0.023999999999999994,0.086,0.062
0.023999999999999994,0.12,0.096
0.022000000000000006,0.11,0.088
0.024000000000000007,0.114,0.09
0.009999999999999981,0.15,0.14
0.020000000000000004,0.134,0.114
0.016,0.116,0.1
-0.034,0.144,0.178
0.0059999999999999915,0.12,0.114
0.02600000000000001,0.112,0.086
0.0,0.096,0.096
-0.01999999999999999,0.158,0.178
0.018000000000000016,0.138,0.12
-0.020000000000000018,0.148,0.168
-0.018000000000000002,0.06,0.078
0.015999999999999986,0.148,0.132
0.020000000000000018,0.138,0.118
-0.022,0.056,0.078
0.023999999999999994,0.124,0.1
0.011999999999999997,0.088,0.076
0.0020000000000000018,0.154,0.152
-0.0059999999999999915,0.082,0.088
0.01999999999999999,0.152,0.132
-0.010000000000000009,0.148,0.158
0.001999999999999995,0.052,0.05
-0.027999999999999997,0.15,0.178
0.006000000000000005,0.136,0.13
0.04,0.078,0.038
0.013999999999999985,0.144,0.13
0.006000000000000005,0.114,0.108
